SL,ID,Department,Section,Line,Designation
1204,1001211,Production,Production (Staff),Quality  Staff,A.Q.C
1205,1001212,Production,Production (Worker),Cutting,Cutting Assistant
1206,1001213,Production,Production (Worker),Line-B,G.Sw.Mc.Operator
1207,1001214,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
1208,1001215,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
1209,1001216,Production,Production (Worker),Line-E,G.Sw.Mc.Operator
1210,1001217,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
1211,1001218,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
1212,1001219,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
1213,1001220,Production,Production (Worker),Line-A,Sewing Mc.Operator
1214,1001221,Production,Production (Worker),Line-C,Sewing Mc.Operator
1215,1001222,Production,Production (Worker),Finishing,Finishing Quality Ins.
1216,1001223,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
1217,1001224,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
1218,1001225,Production,Production (Worker),Quality,Quality Inspector
1219,1001226,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
1220,1001227,Production,Production (Staff),Mechanic Staff,Maint.Incharge
1221,1001228,Industrial Engineer,Industrial Engineer,Industrial Engineer,I.E.Executive
1222,1001229,Production,Production (Staff),Quality  Staff,A.Q.C
1223,1001230,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
1224,1001231,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
1225,1001232,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
1226,1001233,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
1227,1001234,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
1228,1001235,Production,Production (Worker),Line-B,Sewing Mc.Operator
1229,1001236,Production,Production (Worker),Line-A,Sewing Mc.Operator
1230,1001237,Production,Production (Worker),Line-A,G.Sw.Mc.Operator
1231,1001238,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
1232,1001239,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
1233,1001240,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
1234,1001241,Production,Production (Worker),Cutting,Cutting Assistant
1235,1001242,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
1236,1001243,Production,Production (Staff),Sewing Staff,Supervisor - F
1237,1001244,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
1238,1001245,Production,Production (Worker),Cutting,Cutting Assistant
1239,1001246,Production,Production (Worker),Cutting,Cutting Assistant
1240,1001247,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
1241,1001248,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
1242,1001249,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
1243,1001250,Production,Production (Worker),Finishing,Finishing Quality Ins.
1244,1001251,Production,Production (Worker),Line-A,Sewing Mc.Operator
1245,1001252,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
1246,1001253,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
1247,1001254,Production,Production (Worker),Cutting,Cutting Assistant
1248,1001255,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
1249,1001256,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
1250,1001257,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
1251,1001258,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
1252,1001259,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
1253,1001260,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
1254,1001261,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
1255,1001262,Production,Production (Worker),Line-E,G.Sw.Mc.Operator
1256,1001263,Production,Production (Worker),Line-A,G.Sw.Mc.Operator
1257,1001264,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
1258,1001265,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
1259,1001266,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
1260,1001267,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
1261,1001268,Production,Production (Worker),Finishing,Finishing Assistant
1262,1001269,Production,Production (Worker),Finishing,Finishing Assistant
1263,1001270,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
1264,1001271,Production,Production (Worker),Finishing,Jr.Finishing Operator
1265,1001272,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
1266,1001273,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
1267,1001274,Production,Production (Staff),Sewing Staff,Supervisor - F
1268,1001275,Production,Production (Staff),Sewing Staff,G.M
1269,1001276,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
1270,1001277,Production,Production (Worker),Finishing,Eyelet Operator
1271,1001278,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
1272,1001279,Production,Production (Worker),Line-E,G.Sw.Mc.Operator
1273,1001280,Production,Production (Worker),Line-F,G.Sw.Mc.Operator
1274,1001281,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
1275,1001282,Production,Production (Worker),Finishing,Finishing Folder
1276,1001283,Production,Production (Worker),Finishing,Jr.Fini. Iron Man
1277,1001284,Production,Production (Worker),Finishing,Finishing Quality Ins.
1278,1001285,Production,Production (Worker),Quality,Quality Inspector
1279,1001286,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
1280,1001287,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
1281,1001288,Production,Production (Worker),Line-B,Jr.Operator
1282,1001289,Human Resource,Human Resource,Admin,Office Assistant
1283,1001290,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
1284,1001291,Production,Production (Worker),Line-E,G.Sw.Mc.Operator
1285,1001292,Production,Production (Worker),Line-E,G.Sw.Mc.Operator
1286,1001293,Production,Production (Worker),Line-F,Sr.Sw.Mc.Operator
1287,1001294,Production,Production (Worker),Line-F,G.Sw.Mc.Operator
1288,1001295,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
1289,1001296,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
1290,1001297,Industrial Engineer,Industrial Engineer,Industrial Engineer,I.E.Executive
1291,1001298,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
1292,1001299,Production,Production (Worker),Line-B,Sewing Mc.Operator
1293,1001300,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
1294,1001301,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
1295,1001302,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
1296,1001303,Production,Production (Worker),Line-F,G.Sw.Mc.Operator
1297,1001304,Production,Production (Worker),Line-F,G.Sw.Mc.Operator
1298,1001305,Production,Production (Worker),Line-D,Sewing Mc.Operator
1299,1001306,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
1300,1001307,Production,Production (Worker),Line-A,Sewing Mc.Operator
1301,1001308,Production,Production (Worker),Line-B,Sewing Mc.Operator
1302,1001309,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
1303,1001310,Human Resource,Human Resource,General,Labour
1304,1001311,Production,Production (Staff),Quality  Staff,Quality Manager
1305,1001312,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
1306,1001313,Production,Production (Worker),Quality,Quality Inspector
1307,1001314,Industrial Engineer,Industrial Engineer,Industrial Engineer,I.E.Executive
1308,1001315,Production,Production (Staff),Sewing Staff,Supervisor - F
1309,1001316,Production,Production (Staff),Quality  Staff,A.Q.C
1310,1001317,Production,Production (Worker),Line-C,G.Sw.Mc.Operator
1311,1001318,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
1312,1001319,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
1313,1001320,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
1314,1001321,Production,Production (Worker),Finishing,Finishing Folder
1315,1001322,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
1316,1001323,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
1317,1001324,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
1318,1001325,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
1319,1001326,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
1320,1001327,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
1321,1001328,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
1322,1001329,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
1323,1001330,Production,Production (Worker),Line-A,Sewing Mc.Operator
1324,1001331,Production,Production (Worker),Line-B,G.Sw.Mc.Operator
1325,1001332,Production,Production (Worker),Cutting,Cutting Assistant
1326,1001333,Human Resource,Human Resource,General,Labour
1327,1001334,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
1328,1001335,Production,Production (Staff),Sewing Staff,Supervisor-A
1329,1001336,Production,Production (Worker),Quality,Quality Inspector
1330,1001337,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
1331,1001338,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
1332,1001339,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
1333,1001340,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
1334,1001341,Production,Production (Worker),Line-D,Sewing Mc.Operator
1335,1001342,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
1336,1001343,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
1337,1001344,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
1338,1001345,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
1339,1001346,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
1340,1001347,Production,Production (Worker),Line-B,G.Sw.Mc.Operator
1341,1001348,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
1342,1001349,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
1343,1001350,Industrial Engineer,Industrial Engineer,Industrial Engineer,I.E.Executive
1344,1001351,Production,Production (Staff),Mechanic Staff,Maint. Assistant
1345,1001352,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
1346,1001353,Production,Production (Staff),Quality  Staff,A.Q.C
1347,1001354,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
1348,1001355,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
1349,1001356,Production,Production (Worker),Cutting,Cutting Assistant
1350,1001357,Production,Production (Worker),Cutting,Cutting Assistant
1351,1001358,Production,Production (Worker),Cutting,Cutting Assistant
1352,1001359,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
1353,1001360,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
1354,1001361,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
1355,1001362,Production,Production (Worker),Finishing,Finishing Assistant
1356,1001363,Production,Production (Worker),Finishing,Finishing Quality Ins.
1357,1001364,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
1358,1001365,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
1359,1001366,Production,Production (Worker),Cutting,Cutting Assistant
1360,1001367,Production,Production (Worker),Line-B,Sewing Mc.Operator
1361,1001368,Production,Production (Worker),Line-E,Sewing Mc.Operator
1362,1001369,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
1363,1001370,Production,Production (Worker),Finishing,Finishing Assistant
1364,1001371,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
1365,1001372,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
1366,1001373,Production,Production (Worker),Finishing,Finishing Assistant
1367,1001374,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
1368,1001375,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
1369,1001376,Production,Production (Worker),Quality,Quality Inspector
1370,1001377,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
1371,1001378,Production,Production (Worker),Quality,Quality Inspector
1372,1001379,Production,Production (Worker),Line-A,G.Sw.Mc.Operator
1373,1001380,Production,Production (Worker),Line-A,G.Sw.Mc.Operator
1374,1001381,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
1375,1001382,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
1376,1001383,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
1377,1001384,Production,Production (Worker),Cutting,Cutting Assistant
1378,1001385,Production,Production (Worker),Finishing,Finishing Folder
1379,1001386,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
1380,1001387,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
1381,1001388,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
1382,1001389,Production,Production (Worker),Line-E,Jr.Sw.Mc.Operator
1383,1001390,Production,Production (Worker),Cutting,Cutting Assistant
1384,1001391,Production,Production (Worker),Line-B,Asst.Sw.Mc.Operator
1385,1001392,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
1386,1001393,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
1387,1001394,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
1388,1001395,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
1389,1001396,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
1390,1001397,Production,Production (Worker),Line-A,G.Sw.Mc.Operator
1391,1001398,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
1392,1001399,Production,Production (Worker),Cutting,Cutting Assistant
1393,1001400,Production,Production (Worker),Line-C,Sewing Mc.Operator
1394,1001401,Production,Production (Worker),Cutting,Cutting Assistant
1395,1001402,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
1396,1001403,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
1397,1001404,Production,Production (Staff),Sewing Staff,Supervisor-A
1398,1001405,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
1399,1001406,Production,Production (Worker),Finishing,Finishing Assistant
1400,1001407,Production,Production (Worker),Line-A,G.Sw.Mc.Operator
1401,1001408,Production,Production (Staff),Sewing Staff,Supervisor - F
1402,1001409,Production,Production (Worker),Finishing,Jr. Finishing Operator
1403,1001410,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
1404,1001411,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
1405,1001412,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
1406,1001413,Production,Production (Staff),Cutting Staff,Pattern Master
1407,1001414,Production,Production (Worker),Line-B,G.Sw.Mc.Operator
1408,1001415,Production,Production (Staff),Quality  Staff,A.Q.C
1409,1001416,Production,Production (Worker),Line-A,Sewing Mc.Operator
1410,1001417,Production,Production (Worker),Line-A,Sewing Mc.Operator
1411,1001418,Production,Production (Worker),Line-A,Sewing Mc.Operator
1412,1001419,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
1413,1001420,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
1414,1001421,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
1415,1001422,Production,Production (Worker),Finishing,Finishing Quality Ins.
1416,1001423,Production,Production (Worker),Finishing,Finishing Assistant
1417,1001424,Production,Production (Worker),Line-C,Sewing Mc.Operator
1418,1001425,Production,Production (Worker),Line-E,Asst.Sw.Mc.Operator
1419,1001426,Production,Production (Staff),Sewing Staff,Production Manager
1420,1001427,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
1421,1001428,Production,Production (Worker),Line-C,G.Sw.Mc.Operator
1422,1001429,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
1423,1001430,Production,Production (Worker),Line-E,G.Sw.Mc.Operator
1424,1001431,Production,Production (Worker),Line-D,Sewing Mc.Operator
1425,1001432,Production,Production (Staff),Mechanic Staff,Maint. Assistant
1426,1001433,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
1427,1001434,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
1428,1001435,Production,Production (Worker),Line-C,Jr.Sw.Mc.Operator
1429,1001436,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
1430,1001437,Production,Production (Worker),Line-B,G.Sw.Mc.Operator
1431,1001438,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
1432,1001439,Production,Production (Worker),Finishing,Finishing Quality Ins.
1433,1001440,Production,Production (Worker),Finishing,Finishing Quality Ins.
1434,1001441,Production,Production (Worker),Line-F,Asst.Sw.Mc.Operator
1435,1001442,Production,Production (Worker),Line-F,Jr.Sw.Mc.Operator
1436,1001443,Production,Production (Worker),Line-D,G.Sw.Mc.Operator
1437,1001444,Production,Production (Worker),Line-C,Asst.Sw.Mc.Operator
1438,1001445,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
1439,1001446,Production,Production (Worker),Line-B,Jr.Sw.Mc.Operator
1440,1001447,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
1441,1001448,Production,Production (Worker),Line-D,Jr.Sw.Mc.Operator
1442,1001449,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
1443,1001450,Production,Production (Worker),Line-D,Asst.Sw.Mc.Operator
1444,1001451,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
1445,1001452,Production,Production (Worker),Line-A,Asst.Sw.Mc.Operator
1446,1001453,Production,Production (Worker),Line-A,G.Sw.Mc.Operator
1447,1001454,Production,Production (Worker),Line-A,Jr.Sw.Mc.Operator
1448,1001455,Production,Production (Staff),Sewing Staff,Supervisor - F
1449,1001456,Production,Production (Staff),Quality  Staff,A.Q.C
